,Start,XIRR_Normal,XIRR_Dynamic,XIRR_Diff
0,2001-12-01,43.54850551914163,43.36434408295652,-0.18416143618510405
1,2002-01-01,45.05913401395924,44.9322445478089,-0.1268894661503428
2,2002-02-01,38.03236240105811,38.43814089750097,0.4057784964428601
3,2002-03-01,38.14303157848715,38.53046750194927,0.3874359234621205
4,2002-04-01,34.28565245509439,34.642433974672436,0.3567815195780477
5,2002-05-01,36.9281525636644,36.999801215563615,0.07164865189921987
6,2002-06-01,34.114988687323866,34.65261514949141,0.5376264621675453
7,2002-07-01,27.55173731878194,27.824512955120767,0.27277563633882895
8,2002-08-01,28.981786999550657,29.621217971997304,0.6394309724466474
9,2002-09-01,28.781662136795994,29.04916111145367,0.26749897465767614
10,2002-10-01,24.539370192860783,24.443129094740303,-0.0962410981204781
11,2002-11-01,13.215825285721913,13.673800340383963,0.45797505466204924
12,2002-12-01,11.008650064889487,11.804674424883432,0.7960243599939452
13,2003-01-01,13.018860224215578,13.655971055926544,0.6371108317109658
14,2003-02-01,11.430525902544275,12.573260822012497,1.142734919468222
15,2003-03-01,9.99756575902487,10.732125005695934,0.7345592466710654
16,2003-04-01,12.488492277904802,12.45625474773216,-0.03223753017264214
17,2003-05-01,16.014496753026126,15.922146218046585,-0.09235053497954337
18,2003-06-01,22.950101277941588,23.138241443611264,0.18814016566967295
19,2003-07-01,20.837296169993536,20.659035672950473,-0.1782604970430618
20,2003-08-01,22.15041992288061,22.6024043257086,0.4519844028279929
21,2003-09-01,21.581998916074664,22.177331263353633,0.5953323472789707
22,2003-10-01,23.557390586015682,24.58283957439458,1.0254489883788964
23,2003-11-01,20.343821505049004,21.52258063881752,1.178759133768517
24,2003-12-01,21.53207375784822,23.274259651345936,1.7421858934977137
25,2004-01-01,22.31754930435892,23.8262524926253,1.5087031882663804
26,2004-02-01,19.821579148640975,21.238412149698206,1.4168330010572328
27,2004-03-01,19.784206546574794,21.064596513179673,1.2803899666048806
28,2004-04-01,21.34063353530195,22.62552766325388,1.28489412795193
29,2004-05-01,21.814048686112326,22.03245418874896,0.21840550263663716
30,2004-06-01,19.88312822080682,19.660289377838584,-0.22283884296823708
31,2004-07-01,20.382529067034874,20.30640467724167,-0.0761243897932029
32,2004-08-01,20.145348136731393,19.82471775641824,-0.32063038031314994
33,2004-09-01,19.488362364727163,19.432667865327762,-0.055694499399402964
34,2004-10-01,22.5171397242309,22.453317577733632,-0.06382214649726936
35,2004-11-01,21.53127726611409,21.87836488666533,0.3470876205512424
36,2004-12-01,19.920765001267153,20.545817279820604,0.6250522785534479
37,2005-01-01,20.9750075716336,21.479373815243036,0.5043662436094359
38,2005-02-01,16.85348432601738,17.465904017909814,0.6124196918924352
39,2005-03-01,15.502239913260208,15.890578946195724,0.38833903293551686
40,2005-04-01,18.231232022265832,18.00056853621883,-0.23066348604700582
41,2005-05-01,16.84172555714348,16.91812885337009,0.0764032962266098
42,2005-06-01,14.988437421005681,15.330777165078466,0.3423397440727838
43,2005-07-01,14.915070597616085,15.42699951067705,0.5119289130609661
44,2005-08-01,13.40405457790889,14.093692677042648,0.6896380991337575
45,2005-09-01,9.67746411502468,10.753981996425948,1.0765178814012677
46,2005-10-01,9.305317581808028,10.003920012025993,0.6986024302179663
47,2005-11-01,10.976722112802198,12.13031340508038,1.1535912922781804
48,2005-12-01,7.246345972239582,8.615628412304204,1.369282440064623
49,2006-01-01,5.379822385593763,6.899170171224569,1.5193477856308064
50,2006-02-01,8.918513193142601,10.474155976690275,1.555642783547674
51,2006-03-01,9.547718194018097,11.324323126688956,1.7766049326708582
52,2006-04-01,8.66643634332805,10.443142048560121,1.776705705232072
53,2006-05-01,8.618700921020906,9.887491709274263,1.2687907882533558
54,2006-06-01,6.2315992353947625,7.50471832036228,1.2731190849675174
55,2006-07-01,8.276084588727075,9.556794289849792,1.2807097011227162
56,2006-08-01,7.4658823580799005,8.959502719497902,1.4936203614180008
57,2006-09-01,7.320728935363747,8.840349619816118,1.5196206844523705
58,2006-10-01,9.706524522157345,11.286537230741045,1.5800127085837001
59,2006-11-01,8.8843640151453,10.475146931763309,1.5907829166180096
60,2006-12-01,10.211130577509763,11.672183856012062,1.4610532785022974
61,2007-01-01,10.103743030368099,11.566605590988562,1.4628625606204635
62,2007-02-01,10.905216075671111,12.093951239499749,1.1887351638286385
63,2007-03-01,8.76171877137238,9.998413906415237,1.2366951350428577
64,2007-04-01,8.351886413427916,9.712059131906663,1.3601727184787458
65,2007-05-01,9.474967996010927,10.892413603844254,1.4174456078333273
66,2007-06-01,9.632698226564504,10.977416068172314,1.3447178416078107
67,2007-07-01,8.613343244445952,9.999195216474106,1.3858519720281541
68,2007-08-01,7.953341872071578,9.203363487144392,1.2500216150728147
69,2007-09-01,6.02506917332624,7.392242979854494,1.367173806528254
70,2007-10-01,7.2142155234170575,8.735190530280668,1.5209750068636105
71,2007-11-01,10.324690939643585,11.670801566345196,1.3461106267016105
72,2007-12-01,9.547938996655283,10.907893574101655,1.359954577446372
73,2008-01-01,10.528858196267045,11.435431753299376,0.9065735570323308
74,2008-02-01,9.308516898218624,10.20441661051944,0.895899712300817
75,2008-03-01,10.473233566333388,11.107943273842032,0.6347097075086447
76,2008-04-01,12.313064629427515,13.122468021361538,0.8094033919340229
77,2008-05-01,12.309926267460575,12.95604724682195,0.6461209793613754
78,2008-06-01,15.15369294545191,15.287597769908254,0.13390482445634344
79,2008-07-01,16.447040365835445,17.06723497225921,0.6201946064237657
80,2008-08-01,16.669910263003235,17.544273800752492,0.8743635377492565
81,2008-09-01,17.750856819899123,19.13677267000916,1.3859158501100366
82,2008-10-01,18.472086238944325,18.727196054592156,0.2551098156478304
83,2008-11-01,19.62425727052545,19.490773337519066,-0.13348393300638417
84,2008-12-01,19.914512403519563,20.246132634980857,0.3316202314612937
85,2009-01-01,18.275777903464046,18.482499506862407,0.20672160339836043
86,2009-02-01,20.009366686741302,19.468694019839912,-0.5406726669013873
87,2009-03-01,19.484539760775682,18.487714687674234,-0.9968250731014483
88,2009-04-01,16.86273670047747,16.362053989458474,-0.500682711018996
89,2009-05-01,14.477996050310491,14.901818984984782,0.4238229346742922
90,2009-06-01,15.335359795675702,15.600560955342422,0.26520115966671975
